"VariableName","Value","ValueLabel"
"State abbreviation (HD2013)","WY","Wyoming"
"FIPS state code (HD2013)","1","Alabama"
"FIPS state code (HD2013)","4","Arizona"
"FIPS state code (HD2013)","5","Arkansas"
"FIPS state code (HD2013)","6","California"
"FIPS state code (HD2013)","8","Colorado"
"FIPS state code (HD2013)","9","Connecticut"
"FIPS state code (HD2013)","12","Florida"
"FIPS state code (HD2013)","13","Georgia"
"FIPS state code (HD2013)","16","Idaho"
"FIPS state code (HD2013)","17","Illinois"
"FIPS state code (HD2013)","18","Indiana"
"FIPS state code (HD2013)","19","Iowa"
"FIPS state code (HD2013)","20","Kansas"
"FIPS state code (HD2013)","21","Kentucky"
"FIPS state code (HD2013)","22","Louisiana"
"FIPS state code (HD2013)","24","Maryland"
"FIPS state code (HD2013)","25","Massachusetts"
"FIPS state code (HD2013)","26","Michigan"
"FIPS state code (HD2013)","27","Minnesota"
"FIPS state code (HD2013)","28","Mississippi"
"FIPS state code (HD2013)","29","Missouri"
"FIPS state code (HD2013)","31","Nebraska"
"FIPS state code (HD2013)","32","Nevada"
"FIPS state code (HD2013)","33","New Hampshire"
"FIPS state code (HD2013)","34","New Jersey"
"FIPS state code (HD2013)","35","New Mexico"
"FIPS state code (HD2013)","36","New York"
"FIPS state code (HD2013)","37","North Carolina"
"FIPS state code (HD2013)","38","North Dakota"
"FIPS state code (HD2013)","39","Ohio"
"FIPS state code (HD2013)","40","Oklahoma"
"FIPS state code (HD2013)","41","Oregon"
"FIPS state code (HD2013)","42","Pennsylvania"
"FIPS state code (HD2013)","45","South Carolina"
"FIPS state code (HD2013)","46","South Dakota"
"FIPS state code (HD2013)","47","Tennessee"
"FIPS state code (HD2013)","48","Texas"
"FIPS state code (HD2013)","49","Utah"
"FIPS state code (HD2013)","51","Virginia"
"FIPS state code (HD2013)","53","Washington"
"FIPS state code (HD2013)","54","West Virginia"
"FIPS state code (HD2013)","55","Wisconsin"
"FIPS state code (HD2013)","56","Wyoming"
"Sector of institution (HD2013)","1","Public, 4-year or above"
"Sector of institution (HD2013)","2","Private not-for-profit, 4-year or above"
"Sector of institution (HD2013)","3","Private for-profit, 4-year or above"
"NCAA/NAIA conference number football (IC2013)","372","American Athletic Conference"
"NCAA/NAIA conference number football (IC2013)","204","American Southwest Conference"
"NCAA/NAIA conference number football (IC2013)","102","Atlantic Coast Conference"
"NCAA/NAIA conference number football (IC2013)","104","Big East Conference"
"NCAA/NAIA conference number football (IC2013)","106","Big South Conference"
"NCAA/NAIA conference number football (IC2013)","107","Big Ten Conference"
"NCAA/NAIA conference number football (IC2013)","108","Big Twelve Conference"
"NCAA/NAIA conference number football (IC2013)","140","Central Intercollegiate Athletic Assoc"
"NCAA/NAIA conference number football (IC2013)","355","Central States Football League"
"NCAA/NAIA conference number football (IC2013)","111","Conference USA"
"NCAA/NAIA conference number football (IC2013)","113","Division I-A Independents"
"NCAA/NAIA conference number football (IC2013)","114","Division I-AA Independents"
"NCAA/NAIA conference number football (IC2013)","141","Division II Independents"
"NCAA/NAIA conference number football (IC2013)","172","Empire Eight"
"NCAA/NAIA conference number football (IC2013)","367","Great American Conference"
"NCAA/NAIA conference number football (IC2013)","144","Great Lakes Intercollegiate Ath Conf"
"NCAA/NAIA conference number football (IC2013)","145","Great Lakes Valley Conference"
"NCAA/NAIA conference number football (IC2013)","213","Great Northwest Athletic Conference"
"NCAA/NAIA conference number football (IC2013)","337","Gulf Coast Athletic Conference"
"NCAA/NAIA conference number football (IC2013)","146","Gulf South Conference"
"NCAA/NAIA conference number football (IC2013)","308","Independent Great Lakes Region"
"NCAA/NAIA conference number football (IC2013)","147","Lone Star Conference"
"NCAA/NAIA conference number football (IC2013)","148","Mid-America Intercollegiate Ath Assoc"
"NCAA/NAIA conference number football (IC2013)","119","Mid-American Conference"
"NCAA/NAIA conference number football (IC2013)","121","Mid-Eastern Athletic Conference"
"NCAA/NAIA conference number football (IC2013)","370","Mountain East Conference"
"NCAA/NAIA conference number football (IC2013)","203","Mountain West Conference"
"NCAA/NAIA conference number football (IC2013)","153","Northeast 10 Conference"
"NCAA/NAIA conference number football (IC2013)","155","Northern Sun Intercollegiate Conference"
"NCAA/NAIA conference number football (IC2013)","192","Old Dominion Athletic Conference"
"NCAA/NAIA conference number football (IC2013)","127","Pacific-12 Conference"
"NCAA/NAIA conference number football (IC2013)","193","Pennsylvania Athletic Conference"
"NCAA/NAIA conference number football (IC2013)","158","Pennsylvania State Athletic Conference"
"NCAA/NAIA conference number football (IC2013)","159","Rocky Mountain Athletic Conference"
"NCAA/NAIA conference number football (IC2013)","160","South Atlantic Conference"
"NCAA/NAIA conference number football (IC2013)","130","Southeastern Conference"
"NCAA/NAIA conference number football (IC2013)","131","Southern Conference"
"NCAA/NAIA conference number football (IC2013)","161","Southern Intercollegiate Athletic Conf"
"NCAA/NAIA conference number football (IC2013)","134","Sun Belt Conference"
"NCAA/NAIA conference number football (IC2013)","163","West Virginia Intercollegiate Athletic Conf"
"NCAA/NAIA conference number football (IC2013)","137","Western Athletic Conference"
"NCAA/NAIA conference number football (IC2013)","342","Other"
"NCAA/NAIA conference number football (IC2013)","-2","Not applicable"
